Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
0.5	94	combined	Drop	0	0	0	0
0.5	95	combined	Drop	0	0	0	0
0.5	96	combined	Drop	0	0	0	0
0.5	97	combined	Drop	0	0	0	0
0.5	98	combined	Drop	0	0	0	0
0.5	99	combined	Drop	0	0	0	0
1	0	combined	Drop	0	0	0	0
1	1	combined	Drop	0	0	0	0
1	2	combined	Drop	0	0	0	0
1	3	combined	Drop	0	0	0	0
1	4	combined	Drop	0	0	0	0
1	5	combined	Drop	0	0	0	0
1	6	combined	Drop	0	0	0	0
1	7	combined	Drop	0	0	0	0
1	8	combined	Drop	0	0	0	0
1	9	combined	Drop	0	0	0	0
1	10	combined	Drop	0	0	0	0
1	11	combined	Drop	0	0	0	0
1	12	combined	Drop	0	0	0	0
1	13	combined	Drop	0	0	0	0
1	14	combined	Drop	0	0	0	0
1	15	combined	Drop	0	0	0	0
1	16	combined	Drop	0	0	0	0
1	17	combined	Drop	0	0	0	0
1	18	combined	Drop	0	0	0	0
1	19	combined	Drop	0	0	0	0
1	20	combined	Drop	0	0	0	0
1	21	combined	Drop	0	0	0	0
1	22	combined	Drop	0	0	0	0
1	23	combined	Drop	0	0	0	0
1	24	combined	Drop	0	0	0	0
1	25	combined	Drop	0	0	0	0
1	26	combined	Drop	0	0	0	0
1	27	combined	Drop	0	0	0	0
1	28	combined	Drop	0	0	0	0
1	29	combined	Drop	0	0	0	0
1	30	combined	Drop	0	0	0	0
1	31	combined	Drop	0	0	0	0
1	32	combined	Drop	0	0	0	0
1	33	combined	Drop	0	0	0	0
1	34	combined	Drop	0	0	0	0
1	35	combined	Drop	0	0	0	0
1	36	combined	Drop	0	0	0	0
1	37	combined	Drop	0	0	0	0
1	38	combined	Drop	0	0	0	0
1	39	combined	Drop	0	0	0	0
1	40	combined	Drop	0	0	0	0
1	41	combined	Drop	0	0	0	0
1	42	combined	Drop	0	0	0	0
1	43	combined	Drop	0	0	0	0
1	44	combined	Drop	0	0	0	0
1	45	combined	Drop	0	0	0	0
1	46	combined	Drop	0	0	0	0
1	47	combined	Drop	0	0	0	0
1	48	combined	Drop	0	0	0	0
1	49	combined	Drop	0	0	0	0
1	50	combined	Drop	0	0	0	0
1	51	combined	Drop	0	0	0	0
1	52	combined	Drop	0	0	0	0
1	53	combined	Drop	0	0	0	0
1	54	combined	Drop	0	0	0	0
1	55	combined	Drop	0	0	0	0
1	56	combined	Drop	0	0	0	0
1	57	combined	Drop	0	0	0	0
1	58	combined	Drop	0	0	0	0
1	59	combined	Drop	0	0	0	0
1	60	combined	Drop	0	0	0	0
1	61	combined	Drop	0	0	0	0
1	62	combined	Drop	0	0	0	0
1	63	combined	Drop	0	0	0	0
1	64	combined	Drop	0	0	0	0
1	65	combined	Drop	0	0	0	0
1	66	combined	Drop	0	0	0	0
1	67	combined	Drop	0	0	0	0
1	68	combined	Drop	0	0	0	0
1	69	combined	Drop	0	0	0	0
1	70	combined	Drop	0	0	0	0
1	71	combined	Drop	0	0	0	0
1	72	combined	Drop	0	0	0	0
1	73	combined	Drop	0	0	0	0
1	74	combined	Drop	0	0	0	0
1	75	combined	Drop	0	0	0	0
1	76	combined	Drop	0	0	0	0
1	77	combined	Drop	0	0	0	0
1	78	combined	Drop	0	0	0	0
1	79	combined	Drop	0	0	0	0
1	80	combined	Drop	0	0	0	0
1	81	combined	Drop	0	0	0	0
1	82	combined	Drop	0	0	0	0
1	83	combined	Drop	0	0	0	0
1	84	combined	Drop	0	0	0	0
1	85	combined	Drop	0	0	0	0
1	86	combined	Drop	0	0	0	0
1	87	combined	Drop	0	0	0	0
1	88	combined	Drop	0	0	0	0
1	89	combined	Drop	0	0	0	0
1	90	combined	Drop	0	0	0	0
1	91	combined	Drop	0	0	0	0
1	92	combined	Drop	0	0	0	0
1	93	combined	Drop	0	0	0	0
1	94	combined	Drop	0	0	0	0
1	95	combined	Drop	0	0	0	0
1	96	combined	Drop	0	0	0	0
1	97	combined	Drop	0	0	0	0
1	98	combined	Drop	0	0	0	0
1	99	combined	Drop	0	0	0	0
1.5	0	combined	Drop	0	0	0	0
1.5	1	combined	Drop	0	0	0	0
1.5	2	combined	Drop	0	0	0	0
1.5	3	combined	Drop	0	0	0	0
1.5	4	combined	Drop	0	0	0	0
1.5	5	combined	Drop	0	0	0	0
1.5	6	combined	Drop	0	0	0	0
1.5	7	combined	Drop	0	0	0	0
1.5	8	combined	Drop	0	0	0	0
1.5	9	combined	Drop	0	0	0	0
1.5	10	combined	Drop	0	0	0	0
1.5	11	combined	Drop	0	0	0	0
1.5	12	combined	Drop	0	0	0	0
1.5	13	combined	Drop	0	0	0	0
1.5	14	combined	Drop	0	0	0	0
1.5	15	combined	Drop	0	0	0	0
1.5	16	combined	Drop	0	0	0	0
1.5	17	combined	Drop	0	0	0	0
1.5	18	combined	Drop	0	0	0	0
1.5	19	combined	Drop	0	0	0	0
1.5	20	combined	Drop	0	0	0	0
1.5	21	combined	Drop	0	0	0	0
1.5	22	combined	Drop	0	0	0	0
1.5	23	combined	Drop	0	0	0	0
1.5	24	combined	Drop	0	0	0	0
1.5	25	combined	Drop	0	0	0	0
1.5	26	combined	Drop	0	0	0	0
1.5	27	combined	Drop	0	0	0	0
1.5	28	combined	Drop	0	0	0	0
1.5	29	combined	Drop	0	0	0	0
1.5	30	combined	Drop	0	0	0	0
1.5	31	combined	Drop	0	0	0	0
1.5	32	combined	Drop	0	0	0	0
1.5	33	combined	Drop	0	0	0	0
1.5	34	combined	Drop	0	0	0	0
1.5	35	combined	Drop	0	0	0	0
1.5	36	combined	Drop	0	0	0	0
1.5	37	combined	Drop	0	0	0	0
1.5	38	combined	Drop	0	0	0	0
1.5	39	combined	Drop	0	0	0	0
1.5	40	combined	Drop	0	0	0	0
1.5	41	combined	Drop	0	0	0	0
1.5	42	combined	Drop	0	0	0	0
1.5	43	combined	Drop	0	0	0	0
1.5	44	combined	Drop	0	0	0	0
1.5	45	combined	Drop	0	0	0	0
1.5	46	combined	Drop	0	0	0	0
1.5	47	combined	Drop	0	0	0	0
1.5	48	combined	Drop	0	0	0	0
1.5	49	combined	Drop	0	0	0	0
1.5	50	combined	Drop	0	0	0	0
1.5	51	combined	Drop	0	0	0	0
1.5	52	combined	Drop	0	0	0	0
1.5	53	combined	Drop	0	0	0	0
1.5	54	combined	Drop	0	0	0	0
1.5	55	combined	Drop	0	0	0	0
1.5	56	combined	Drop	0	0	0	0
1.5	57	combined	Drop	0	0	0	0
1.5	58	combined	Drop	0	0	0	0
1.5	59	combined	Drop	0	0	0	0
1.5	60	combined	Drop	0	0	0	0
1.5	61	combined	Drop	0	0	0	0
1.5	62	combined	Drop	0	0	0	0
1.5	63	combined	Drop	0	0	0	0
1.5	64	combined	Drop	0	0	0	0
1.5	65	combined	Drop	0	0	0	0
1.5	66	combined	Drop	0	0	0	0
1.5	67	combined	Drop	0	0	0	0
1.5	68	combined	Drop	0	0	0	0
1.5	69	combined	Drop	0	0	0	0
1.5	70	combined	Drop	0	0	0	0
1.5	71	combined	Drop	0	0	0	0
1.5	72	combined	Drop	0	0	0	0
1.5	73	combined	Drop	0	0	0	0
1.5	74	combined	Drop	0	0	0	0
1.5	75	combined	Drop	0	0	0	0
1.5	76	combined	Drop	0	0	0	0
1.5	77	combined	Drop	0	0	0	0
1.5	78	combined	Drop	0	0	0	0
1.5	79	combined	Drop	0	0	0	0
1.5	80	combined	Drop	0	0	0	0
1.5	81	combined	Drop	0	0	0	0
1.5	82	combined	Drop	0	0	0	0
1.5	83	combined	Drop	0	0	0	0
1.5	84	combined	Drop	0	0	0	0
1.5	85	combined	Drop	0	0	0	0
1.5	86	combined	Drop	0	0	0	0
1.5	87	combined	Drop	0	0	0	0
1.5	88	combined	Drop	0	0	0	0
1.5	89	combined	Drop	0	0	0	0
1.5	90	combined	Drop	0	0	0	0
1.5	91	combined	Drop	0	0	0	0
1.5	92	combined	Drop	0	0	0	0
1.5	93	combined	Drop	0	0	0	0
1.5	94	combined	Drop	0	0	0	0
1.5	95	combined	Drop	0	0	0	0
1.5	96	combined	Drop	0	0	0	0
1.5	97	combined	Drop	0	0	0	0
1.5	98	combined	Drop	0	0	0	0
1.5	99	combined	Drop	0	0	0	0
2	0	combined	Drop	0	0	0	0
2	1	combined	Drop	0	0	0	0
2	2	combined	Drop	0	0	0	0
2	3	combined	Drop	0	0	0	0
2	4	combined	Drop	0	0	0	0
2	5	combined	Drop	0	0	0	0
2	6	combined	Drop	0	0	0	0
2	7	combined	Drop	0	0	0	0
2	8	combined	Drop	0	0	0	0
2	9	combined	Drop	0	0	0	0
2	10	combined	Drop	0	0	0	0
2	11	combined	Drop	0	0	0	0
2	12	combined	Drop	0	0	0	0
2	13	combined	Drop	0	0	0	0
2	14	combined	Drop	0	0	0	0
2	15	combined	Drop	0	0	0	0
2	16	combined	Drop	0	0	0	0
2	17	combined	Drop	0	0	0	0
2	18	combined	Drop	0	0	0	0
2	19	combined	Drop	0	0	0	0
2	20	combined	Drop	0	0	0	0
2	21	combined	Drop	0	0	0	0
2	22	combined	Drop	0	0	0	0
2	23	combined	Drop	0	0	0	0
2	24	combined	Drop	0	0	0	0
2	25	combined	Drop	0	0	0	0
2	26	combined	Drop	0	0	0	0
2	27	combined	Drop	0	0	0	0
2	28	combined	Drop	0	0	0	0
2	29	combined	Drop	0	0	0	0
2	30	combined	Drop	0	0	0	0
2	31	combined	Drop	0	0	0	0
2	32	combined	Drop	0	0	0	0
2	33	combined	Drop	0	0	0	0
2	34	combined	Drop	0	0	0	0
2	35	combined	Drop	0	0	0	0
2	36	combined	Drop	0	0	0	0
2	37	combined	Drop	0	0	0	0
2	38	combined	Drop	0	0	0	0
2	39	combined	Drop	0	0	0	0
2	40	combined	Drop	0	0	0	0
2	41	combined	Drop	0	0	0	0
2	42	combined	Drop	0	0	0	0
2	43	combined	Drop	0	0	0	0
2	44	combined	Drop	0	0	0	0
2	45	combined	Drop	0	0	0	0
2	46	combined	Drop	0	0	0	0
2	47	combined	Drop	0	0	0	0
2	48	combined	Drop	0	0	0	0
2	49	combined	Drop	0	0	0	0
2	50	combined	Drop	0	0	0	0
2	51	combined	Drop	0	0	0	0
2	52	combined	Drop	0	0	0	0
2	53	combined	Drop	0	0	0	0
2	54	combined	Drop	0	0	0	0
2	55	combined	Drop	0	0	0	0
2	56	combined	Drop	0	0	0	0
2	57	combined	Drop	0	0	0	0
2	58	combined	Drop	0	0	0	0
2	59	combined	Drop	0	0	0	0
2	60	combined	Drop	0	0	0	0
2	61	combined	Drop	0	0	0	0
2	62	combined	Drop	0	0	0	0
2	63	combined	Drop	0	0	0	0
2	64	combined	Drop	0	0	0	0
2	65	combined	Drop	0	0	0	0
2	66	combined	Drop	0	0	0	0
2	67	combined	Drop	0	0	0	0
2	68	combined	Drop	0	0	0	0
2	69	combined	Drop	0	0	0	0
2	70	combined	Drop	0	0	0	0
2	71	combined	Drop	0	0	0	0
2	72	combined	Drop	0	0	0	0
2	73	combined	Drop	0	0	0	0
2	74	combined	Drop	0	0	0	0
2	75	combined	Drop	0	0	0	0
2	76	combined	Drop	0	0	0	0
2	77	combined	Drop	0	0	0	0
2	78	combined	Drop	0	0	0	0
2	79	combined	Drop	0	0	0	0
2	80	combined	Drop	0	0	0	0
2	81	combined	Drop	0	0	0	0
2	82	combined	Drop	0	0	0	0
2	83	combined	Drop	0	0	0	0
2	84	combined	Drop	0	0	0	0
2	85	combined	Drop	0	0	0	0
2	86	combined	Drop	0	0	0	0
2	87	combined	Drop	0	0	0	0
2	88	combined	Drop	0	0	0	0
2	89	combined	Drop	0	0	0	0
2	90	combined	Drop	0	0	0	0
2	91	combined	Drop	0	0	0	0
2	92	combined	Drop	0	0	0	0
2	93	combined	Drop	0	0	0	0
2	94	combined	Drop	0	0	0	0
2	95	combined	Drop	0	0	0	0
2	96	combined	Drop	0	0	0	0
2	97	combined	Drop	0	0	0	0
2	98	combined	Drop	0	0	0	0
2	99	combined	Drop	0	0	0	0
2.5	0	combined	Drop	0	0	0	0
2.5	1	combined	Drop	0	0	0	0
2.5	2	combined	Drop	0	0	0	0
2.5	3	combined	Drop	0	0	0	0
2.5	4	combined	Drop	0	0	0	0
2.5	5	combined	Drop	0	0	0	0
2.5	6	combined	Drop	0	0	0	0
2.5	7	combined	Drop	0	0	0	0
2.5	8	combined	Drop	0	0	0	0
2.5	9	combined	Drop	0	0	0	0
2.5	10	combined	Drop	0	0	0	0
2.5	11	combined	Drop	0	0	0	0
2.5	12	combined	Drop	0	0	0	0
2.5	13	combined	Drop	0	0	0	0
2.5	14	combined	Drop	0	0	0	0
2.5	15	combined	Drop	0	0	0	0
2.5	16	combined	Drop	0	0	0	0
2.5	17	combined	Drop	0	0	0	0
2.5	18	combined	Drop	0	0	0	0
2.5	19	combined	Drop	0	0	0	0
2.5	20	combined	Drop	0	0	0	0
2.5	21	combined	Drop	0	0	0	0
2.5	22	combined	Drop	0	0	0	0
2.5	23	combined	Drop	0	0	0	0
2.5	24	combined	Drop	0	0	0	0
2.5	25	combined	Drop	0	0	0	0
2.5	26	combined	Drop	0	0	0	0
2.5	27	combined	Drop	0	0	0	0
2.5	28	combined	Drop	0	0	0	0
2.5	29	combined	Drop	0	0	0	0
2.5	30	combined	Drop	0	0	0	0
2.5	31	combined	Drop	0	0	0	0
2.5	32	combined	Drop	0	0	0	0
2.5	33	combined	Drop	0	0	0	0
2.5	34	combined	Drop	0	0	0	0
2.5	35	combined	Drop	0	0	0	0
2.5	36	combined	Drop	0	0	0	0
2.5	37	combined	Drop	0	0	0	0
2.5	38	combined	Drop	0	0	0	0
2.5	39	combined	Drop	0	0	0	0
2.5	40	combined	Drop	0	0	0	0
2.5	41	combined	Drop	0	0	0	0
2.5	42	combined	Drop	0	0	0	0
2.5	43	combined	Drop	0	0	0	0
2.5	44	combined	Drop	0	0	0	0
2.5	45	combined	Drop	0	0	0	0
2.5	46	combined	Drop	0	0	0	0
2.5	47	combined	Drop	0	0	0	0
2.5	48	combined	Drop	0	0	0	0
2.5	49	combined	Drop	0	0	0	0
2.5	50	combined	Drop	0	0	0	0
2.5	51	combined	Drop	0	0	0	0
2.5	52	combined	Drop	0	0	0	0
2.5	53	combined	Drop	0	0	0	0
2.5	54	combined	Drop	0	0	0	0
2.5	55	combined	Drop	0	0	0	0
2.5	56	combined	Drop	0	0	0	0
2.5	57	combined	Drop	0	0	0	0
2.5	58	combined	Drop	0	0	0	0
2.5	59	combined	Drop	0	0	0	0
2.5	60	combined	Drop	0	0	0	0
2.5	61	combined	Drop	0	0	0	0
2.5	62	combined	Drop	0	0	0	0
2.5	63	combined	Drop	0	0	0	0
2.5	64	combined	Drop	0	0	0	0
2.5	65	combined	Drop	0	0	0	0
2.5	66	combined	Drop	0	0	0	0
2.5	67	combined	Drop	0	0	0	0
2.5	68	combined	Drop	0	0	0	0
2.5	69	combined	Drop	0	0	0	0
2.5	70	combined	Drop	0	0	0	0
2.5	71	combined	Drop	0	0	0	0
2.5	72	combined	Drop	0	0	0	0
2.5	73	combined	Drop	0	0	0	0
2.5	74	combined	Drop	0	0	0	0
2.5	75	combined	Drop	0	0	0	0
2.5	76	combined	Drop	0	0	0	0
2.5	77	combined	Drop	0	0	0	0
2.5	78	combined	Drop	0	0	0	0
2.5	79	combined	Drop	0	0	0	0
2.5	80	combined	Drop	0	0	0	0
2.5	81	combined	Drop	0	0	0	0
2.5	82	combined	Drop	0	0	0	0
2.5	83	combined	Drop	0	0	0	0
2.5	84	combined	Drop	0	0	0	0
2.5	85	combined	Drop	0	0	0	0
2.5	86	combined	Drop	0	0	0	0
2.5	87	combined	Drop	0	0	0	0
2.5	88	combined	Drop	0	0	0	0
2.5	89	combined	Drop	0	0	0	0
2.5	90	combined	Drop	0	0	0	0
2.5	91	combined	Drop	0	0	0	0
2.5	92	combined	Drop	0	0	0	0
2.5	93	combined	Drop	0	0	0	0
2.5	94	combined	Drop	0	0	0	0
2.5	95	combined	Drop	0	0	0	0
2.5	96	combined	Drop	0	0	0	0
2.5	97	combined	Drop	0	0	0	0
2.5	98	combined	Drop	0	0	0	0
2.5	99	combined	Drop	0	0	0	0
3	0	combined	Drop	0	0	0	0
3	1	combined	Drop	0	0	0	0
3	2	combined	Drop	0	0	0	0
3	3	combined	Drop	0	0	0	0
3	4	combined	Drop	0	0	0	0
3	5	combined	Drop	0	0	0	0
3	6	combined	Drop	0	0	0	0
3	7	combined	Drop	0	0	0	0
3	8	combined	Drop	0	0	0	0
3	9	combined	Drop	0	0	0	0
3	10	combined	Drop	0	0	0	0
3	11	combined	Drop	0	0	0	0
3	12	combined	Drop	0	0	0	0
3	13	combined	Drop	0	0	0	0
3	14	combined	Drop	0	0	0	0
3	15	combined	Drop	0	0	0	0
3	16	combined	Drop	0	0	0	0
3	17	combined	Drop	0	0	0	0
3	18	combined	Drop	0	0	0	0
3	19	combined	Drop	0	0	0	0
3	20	combined	Drop	0	0	0	0
3	21	combined	Drop	0	0	0	0
3	22	combined	Drop	0	0	0	0
3	23	combined	Drop	0	0	0	0
3	24	combined	Drop	0	0	0	0
3	25	combined	Drop	0	0	0	0
3	26	combined	Drop	0	0	0	0
3	27	combined	Drop	0	0	0	0
3	28	combined	Drop	0	0	0	0
3	29	combined	Drop	0	0	0	0
3	30	combined	Drop	0	0	0	0
3	31	combined	Drop	0	0	0	0
3	32	combined	Drop	0	0	0	0
3	33	combined	Drop	0	0	0	0
3	34	combined	Drop	0	0	0	0
3	35	combined	Drop	0	0	0	0
3	36	combined	Drop	0	0	0	0
3	37	combined	Drop	0	0	0	0
3	38	combined	Drop	0	0	0	0
3	39	combined	Drop	0	0	0	0
3	40	combined	Drop	0	0	0	0
3	41	combined	Drop	0	0	0	0
3	42	combined	Drop	0	0	0	0
3	43	combined	Drop	0	0	0	0
3	44	combined	Drop	0	0	0	0
3	45	combined	Drop	0	0	0	0
3	46	combined	Drop	0	0	0	0
3	47	combined	Drop	0	0	0	0
3	48	combined	Drop	0	0	0	0
3	49	combined	Drop	0	0	0	0
3	50	combined	Drop	0	0	0	0
3	51	combined	Drop	0	0	0	0
3	52	combined	Drop	0	0	0	0
3	53	combined	Drop	0	0	0	0
3	54	combined	Drop	0	0	0	0
3	55	combined	Drop	0	0	0	0
3	56	combined	Drop	0	0	0	0
3	57	combined	Drop	0	0	0	0
3	58	combined	Drop	0	0	0	0
3	59	combined	Drop	0	0	0	0
3	60	combined	Drop	0	0	0	0
3	61	combined	Drop	0	0	0	0
3	62	combined	Drop	0	0	0	0
3	63	combined	Drop	0	0	0	0
3	64	combined	Drop	0	0	0	0
3	65	combined	Drop	0	0	0	0
3	66	combined	Drop	0	0	0	0
3	67	combined	Drop	0	0	0	0
3	68	combined	Drop	0	0	0	0
3	69	combined	Drop	0	0	0	0
3	70	combined	Drop	0	0	0	0
3	71	combined	Drop	0	0	0	0
3	72	combined	Drop	0	0	0	0
3	73	combined	Drop	0	0	0	0
3	74	combined	Drop	0	0	0	0
3	75	combined	Drop	0	0	0	0
3	76	combined	Drop	0	0	0	0
3	77	combined	Drop	0	0	0	0
3	78	combined	Drop	0	0	0	0
3	79	combined	Drop	0	0	0	0
3	80	combined	Drop	0	0	0	0
3	81	combined	Drop	0	0	0	0
3	82	combined	Drop	0	0	0	0
3	83	combined	Drop	0	0	0	0
3	84	combined	Drop	0	0	0	0
3	85	combined	Drop	0	0	0	0
3	86	combined	Drop	0	0	0	0
3	87	combined	Drop	0	0	0	0
3	88	combined	Drop	0	0	0	0
3	89	combined	Drop	0	0	0	0
3	90	combined	Drop	0	0	0	0
3	91	combined	Drop	0	0	0	0
3	92	combined	Drop	0	0	0	0
3	93	combined	Drop	0	0	0	0
3	94	combined	Drop	0	0	0	0
3	95	combined	Drop	0	0	0	0
3	96	combined	Drop	0	0	0	0
3	97	combined	Drop	0	0	0	0
3	98	combined	Drop	0	0	0	0
3	99	combined	Drop	0	0	0	0
3.5	0	combined	Drop	0	0	0	0
3.5	1	combined	Drop	0	0	0	0
3.5	2	combined	Drop	0	0	0	0
3.5	3	combined	Drop	0	0	0	0
3.5	4	combined	Drop	0	0	0	0
3.5	5	combined	Drop	0	0	0	0
3.5	6	combined	Drop	0	0	0	0
3.5	7	combined	Drop	0	0	0	0
3.5	8	combined	Drop	0	0	0	0
3.5	9	combined	Drop	0	0	0	0
3.5	10	combined	Drop	0	0	0	0
3.5	11	combined	Drop	0	0	0	0
3.5	12	combined	Drop	0	0	0	0
3.5	13	combined	Drop	0	0	0	0
3.5	14	combined	Drop	0	0	0	0
3.5	15	combined	Drop	0	0	0	0
3.5	16	combined	Drop	0	0	0	0
3.5	17	combined	Drop	0	0	0	0
3.5	18	combined	Drop	0	0	0	0
3.5	19	combined	Drop	0	0	0	0
3.5	20	combined	Drop	0	0	0	0
3.5	21	combined	Drop	0	0	0	0
3.5	22	combined	Drop	0	0	0	0
3.5	23	combined	Drop	0	0	0	0
3.5	24	combined	Drop	0	0	0	0
3.5	25	combined	Drop	0	0	0	0
3.5	26	combined	Drop	0	0	0	0
3.5	27	combined	Drop	0	0	0	0
3.5	28	combined	Drop	0	0	0	0
3.5	29	combined	Drop	0	0	0	0
3.5	30	combined	Drop	0	0	0	0
3.5	31	combined	Drop	0	0	0	0
3.5	32	combined	Drop	0	0	0	0
3.5	33	combined	Drop	0	0	0	0
3.5	34	combined	Drop	0	0	0	0
3.5	35	combined	Drop	0	0	0	0
3.5	36	combined	Drop	0	0	0	0
3.5	37	combined	Drop	0	0	0	0
3.5	38	combined	Drop	0	0	0	0
3.5	39	combined	Drop	0	0	0	0
3.5	40	combined	Drop	0	0	0	0
3.5	41	combined	Drop	0	0	0	0
3.5	42	combined	Drop	0	0	0	0
3.5	43	combined	Drop	0	0	0	0
3.5	44	combined	Drop	0	0	0	0
3.5	45	combined	Drop	0	0	0	0
3.5	46	combined	Drop	0	0	0	0
3.5	47	combined	Drop	0	0	0	0
3.5	48	combined	Drop	0	0	0	0
3.5	49	combined	Drop	0	0	0	0
3.5	50	combined	Drop	0	0	0	0
3.5	51	combined	Drop	0	0	0	0
3.5	52	combined	Drop	0	0	0	0
3.5	53	combined	Drop	0	0	0	0
3.5	54	combined	Drop	0	0	0	0
3.5	55	combined	Drop	0	0	0	0
3.5	56	combined	Drop	0	0	0	0
3.5	57	combined	Drop	0	0	0	0
3.5	58	combined	Drop	0	0	0	0
3.5	59	combined	Drop	0	0	0	0
3.5	60	combined	Drop	0	0	0	0
3.5	61	combined	Drop	0	0	0	0
3.5	62	combined	Drop	0	0	0	0
3.5	63	combined	Drop	0	0	0	0
3.5	64	combined	Drop	0	0	0	0
3.5	65	combined	Drop	0	0	0	0
3.5	66	combined	Drop	0	0	0	0
3.5	67	combined	Drop	0	0	0	0
3.5	68	combined	Drop	0	0	0	0
3.5	69	combined	Drop	0	0	0	0
3.5	70	combined	Drop	0	0	0	0
3.5	71	combined	Drop	0	0	0	0
3.5	72	combined	Drop	0	0	0	0
3.5	73	combined	Drop	0	0	0	0
3.5	74	combined	Drop	0	0	0	0
3.5	75	combined	Drop	0	0	0	0
3.5	76	combined	Drop	0	0	0	0
3.5	77	combined	Drop	0	0	0	0
3.5	78	combined	Drop	0	0	0	0
3.5	79	combined	Drop	0	0	0	0
3.5	80	combined	Drop	0	0	0	0
3.5	81	combined	Drop	0	0	0	0
3.5	82	combined	Drop	0	0	0	0
3.5	83	combined	Drop	0	0	0	0
3.5	84	combined	Drop	0	0	0	0
3.5	85	combined	Drop	0	0	0	0
3.5	86	combined	Drop	0	0	0	0
3.5	87	combined	Drop	0	0	0	0
3.5	88	combined	Drop	0	0	0	0
3.5	89	combined	Drop	0	0	0	0
3.5	90	combined	Drop	0	0	0	0
